request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_135,257.01,affordable_later,wait,2026-09-14:304.8,2026-09-14,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 257.01 USD; required buffer: 500 USD; minimum projected balance before purchase: 757.01 USD; uncertainty records tracked: 0.
request_136,450.65,affordable_later,wait,2024-06-15:560.4,2024-06-15,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 450.65 USD; required buffer: 1100 USD; minimum projected balance before purchase: 1550.65 USD; uncertainty records tracked: 0.
request_137,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 INR; required buffer: 71800 INR; minimum projected balance before purchase: 63414.97 INR; uncertainty records tracked: 0.
request_138,607.09,affordable_with_plan,partial_payment,2026-04-07:607.09|2026-05-15:649.85,2026-05-15,none,partial_payment selected. Selected partial_payment over installments by total cost: 1256.94 ranked ahead of 1307.22. Safe to pay now: 607.09 EUR; required buffer: 2300 EUR; minimum projected balance before purchase: 2907.09 EUR; uncertainty records tracked: 0.
request_139,1706.58,affordable_with_plan,installments,2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88,2024-09-15,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 1706.58 USD; required buffer: 1500 USD; minimum projected balance before purchase: 3206.58 USD; uncertainty records tracked: 0.
request_140,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 ZAR; required buffer: 21600 ZAR; minimum projected balance before purchase: 9232.44 ZAR; uncertainty records tracked: 0.
request_141,7794.85,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 7794.85 INR; required buffer: 67300 INR; minimum projected balance before purchase: 75094.85 INR; uncertainty records tracked: 0.
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.6,2024-12-05,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 1263.6 USD; required buffer: 1700 USD; minimum projected balance before purchase: 5847.03 USD; uncertainty records tracked: 0.
request_143,738.29,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 738.29 ZAR; required buffer: 11300 ZAR; minimum projected balance before purchase: 12038.29 ZAR; uncertainty records tracked: 0.
request_144,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 USD; required buffer: 600 USD; minimum projected balance before purchase: 481.31 USD; uncertainty records tracked: 0.
request_145,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 INR; required buffer: 155400 INR; minimum projected balance before purchase: 152898.07 INR; uncertainty records tracked: 0.
request_146,425.94,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 425.94 INR; required buffer: 108600 INR; minimum projected balance before purchase: 109025.94 INR; uncertainty records tracked: 0.
request_147,424.94,not_affordable,not_recommended,none,2026-06-14,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 424.94 EUR; required buffer: 900 EUR; minimum projected balance before purchase: 1324.94 EUR; uncertainty records tracked: 0.
request_148,5435.93,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 5435.93 ZAR; required buffer: 20000 ZAR; minimum projected balance before purchase: 25435.93 ZAR; uncertainty records tracked: 0.
request_149,17511.52,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-11-15,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 17511.52 ZAR; required buffer: 42100 ZAR; minimum projected balance before purchase: 59611.52 ZAR; uncertainty records tracked: 1.
request_150,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 EUR; required buffer: 700 EUR; minimum projected balance before purchase: -317.29 EUR; uncertainty records tracked: 0.
request_151,26999000,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 26999000 IDR; required buffer: 31633600 IDR; minimum projected balance before purchase: 60797039.02 IDR; uncertainty records tracked: 0.
request_152,6677.53,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 6677.53 ZAR; required buffer: 11900 ZAR; minimum projected balance before purchase: 18577.53 ZAR; uncertainty records tracked: 0.
request_153,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 USD; required buffer: 1400 USD; minimum projected balance before purchase: 1055.46 USD; uncertainty records tracked: 0.
request_154,1625.8,not_affordable,not_recommended,none,2024-12-04,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 1625.8 EUR; required buffer: 1300 EUR; minimum projected balance before purchase: 2927.89 EUR; uncertainty records tracked: 0.
request_155,112500,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 112500 INR; required buffer: 56300 INR; minimum projected balance before purchase: 192683.52 INR; uncertainty records tracked: 0.
request_156,3705.22,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 3705.22 ZAR; required buffer: 26900 ZAR; minimum projected balance before purchase: 30605.22 ZAR; uncertainty records tracked: 0.
request_157,5023428.21,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 5023428.21 IDR; required buffer: 15714100 IDR; minimum projected balance before purchase: 20737528.21 IDR; uncertainty records tracked: 0.
request_158,242600,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 242600 INR; required buffer: 131400 INR; minimum projected balance before purchase: 745417.1 INR; uncertainty records tracked: 0.
request_159,13398,affordable_now,full_payment,2026-01-04:13398,2026-01-04,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 13398 ZAR; required buffer: 8700 ZAR; minimum projected balance before purchase: 32729.47 ZAR; uncertainty records tracked: 0.
request_160,560.31,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 560.31 EUR; required buffer: 1200 EUR; minimum projected balance before purchase: 1760.31 EUR; uncertainty records tracked: 0.
request_161,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 IDR; required buffer: 23010400 IDR; minimum projected balance before purchase: -67026250.51 IDR; uncertainty records tracked: 0.
request_162,375764.57,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 375764.57 IDR; required buffer: 24161100 IDR; minimum projected balance before purchase: 24536864.57 IDR; uncertainty records tracked: 0.
request_163,7082440.38,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 7082440.38 IDR; required buffer: 26728700 IDR; minimum projected balance before purchase: 33811140.38 IDR; uncertainty records tracked: 0.
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 27018000 IDR; required buffer: 29550500 IDR; minimum projected balance before purchase: 57085553.84 IDR; uncertainty records tracked: 0.
request_165,80600,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 80600 INR; required buffer: 95000 INR; minimum projected balance before purchase: 356306.76 INR; uncertainty records tracked: 0.
request_166,2907.6,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 2907.6 USD; required buffer: 1700 USD; minimum projected balance before purchase: 8446.56 USD; uncertainty records tracked: 0.
request_167,43802,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 43802 ZAR; required buffer: 31200 ZAR; minimum projected balance before purchase: 78787.62 ZAR; uncertainty records tracked: 0.
request_168,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 INR; required buffer: 114400 INR; minimum projected balance before purchase: -42825.58 INR; uncertainty records tracked: 0.
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 41976 ZAR; required buffer: 18700 ZAR; minimum projected balance before purchase: 64508.35 ZAR; uncertainty records tracked: 0.
request_170,19496368.17,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 19496368.17 IDR; required buffer: 24715800 IDR; minimum projected balance before purchase: 44212168.17 IDR; uncertainty records tracked: 0.
request_171,1.46,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 1.46 EUR; required buffer: 500 EUR; minimum projected balance before purchase: 501.46 EUR; uncertainty records tracked: 0.
request_172,5691.05,not_affordable,not_recommended,none,2024-08-14,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 5691.05 ZAR; required buffer: 27200 ZAR; minimum projected balance before purchase: 32891.05 ZAR; uncertainty records tracked: 0.
request_173,16881.65,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 16881.65 INR; required buffer: 79100 INR; minimum projected balance before purchase: 95981.65 INR; uncertainty records tracked: 0.
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 1146.2 EUR; required buffer: 700 EUR; minimum projected balance before purchase: 3012.59 EUR; uncertainty records tracked: 0.
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 2346.3 EUR; required buffer: 1700 EUR; minimum projected balance before purchase: 4182.71 EUR; uncertainty records tracked: 0.
request_176,330.88,affordable_later,wait,2025-04-16:1239.7,2025-04-16,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 330.88 EUR; required buffer: 600 EUR; minimum projected balance before purchase: 930.88 EUR; uncertainty records tracked: 0.
request_177,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 USD; required buffer: 1300 USD; minimum projected balance before purchase: 250.34 USD; uncertainty records tracked: 0.
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 2938.1 EUR; required buffer: 1400 EUR; minimum projected balance before purchase: 7959.3 EUR; uncertainty records tracked: 0.
request_179,5947254.69,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 5947254.69 IDR; required buffer: 41430800 IDR; minimum projected balance before purchase: 47378054.69 IDR; uncertainty records tracked: 0.
request_180,56769.36,affordable_later,wait,2026-09-14:66500,2026-09-14,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 56769.36 INR; required buffer: 37300 INR; minimum projected balance before purchase: 94069.36 INR; uncertainty records tracked: 0.
request_181,49.46,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 49.46 USD; required buffer: 2000 USD; minimum projected balance before purchase: 2049.46 USD; uncertainty records tracked: 0.
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 65714 ZAR; required buffer: 31100 ZAR; minimum projected balance before purchase: 110193.88 ZAR; uncertainty records tracked: 0.
request_183,13100141.85,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 13100141.85 IDR; required buffer: 11878300 IDR; minimum projected balance before purchase: 24978441.85 IDR; uncertainty records tracked: 0.
request_184,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 INR; required buffer: 110800 INR; minimum projected balance before purchase: 37633.11 INR; uncertainty records tracked: 0.
request_185,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 EUR; required buffer: 1300 EUR; minimum projected balance before purchase: 1066.51 EUR; uncertainty records tracked: 0.
request_186,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 ZAR; required buffer: 22000 ZAR; minimum projected balance before purchase: -4443.63 ZAR; uncertainty records tracked: 0.
request_187,35471.2,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 35471.2 INR; required buffer: 128300 INR; minimum projected balance before purchase: 163771.2 INR; uncertainty records tracked: 0.
request_188,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 EUR; required buffer: 900 EUR; minimum projected balance before purchase: 132.24 EUR; uncertainty records tracked: 0.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 488.4 EUR; required buffer: 400 EUR; minimum projected balance before purchase: 994.2 EUR; uncertainty records tracked: 0.
request_190,444.04,affordable_later,wait,2024-12-16:2557.5,2024-12-16,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 444.04 EUR; required buffer: 1600 EUR; minimum projected balance before purchase: 2044.04 EUR; uncertainty records tracked: 0.
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 664.4 EUR; required buffer: 500 EUR; minimum projected balance before purchase: 1260.1 EUR; uncertainty records tracked: 1.
request_192,80.42,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 80.42 USD; required buffer: 1000 USD; minimum projected balance before purchase: 1080.42 USD; uncertainty records tracked: 0.
request_193,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 EUR; required buffer: 1000 EUR; minimum projected balance before purchase: 952.32 EUR; uncertainty records tracked: 0.
request_194,715.12,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 715.12 INR; required buffer: 113600 INR; minimum projected balance before purchase: 114315.12 INR; uncertainty records tracked: 0.
request_195,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 EUR; required buffer: 700 EUR; minimum projected balance before purchase: -202.67 EUR; uncertainty records tracked: 0.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 762.3 EUR; required buffer: 500 EUR; minimum projected balance before purchase: 1349.64 EUR; uncertainty records tracked: 0.
request_197,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 IDR; required buffer: 26245900 IDR; minimum projected balance before purchase: -43775927.36 IDR; uncertainty records tracked: 0.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 185800 INR; required buffer: 124300 INR; minimum projected balance before purchase: 341924.02 INR; uncertainty records tracked: 0.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 23674000 IDR; required buffer: 25359500 IDR; minimum projected balance before purchase: 97790724.26 IDR; uncertainty records tracked: 0.
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 21717000 IDR; required buffer: 20114600 IDR; minimum projected balance before purchase: 46610605.7 IDR; uncertainty records tracked: 0.
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 23997000 IDR; required buffer: 17304500 IDR; minimum projected balance before purchase: 73678700.51 IDR; uncertainty records tracked: 0.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 123900 INR; required buffer: 147800 INR; minimum projected balance before purchase: 285557.85 INR; uncertainty records tracked: 0.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 1442.1 EUR; required buffer: 1400 EUR; minimum projected balance before purchase: 7797.64 EUR; uncertainty records tracked: 0.
request_204,170.54,affordable_later,wait,2026-03-16:588.74,2026-03-16,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 170.54 EUR; required buffer: 1300 EUR; minimum projected balance before purchase: 1470.54 EUR; uncertainty records tracked: 0.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 10621000 IDR; required buffer: 13994300 IDR; minimum projected balance before purchase: 26950465.71 IDR; uncertainty records tracked: 0.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 1404.7 EUR; required buffer: 900 EUR; minimum projected balance before purchase: 5138.61 EUR; uncertainty records tracked: 0.
request_207,3387.78,affordable_later,wait,2026-07-16:11830,2026-07-16,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 3387.78 ZAR; required buffer: 13600 ZAR; minimum projected balance before purchase: 16987.78 ZAR; uncertainty records tracked: 0.
request_208,3179706.59,affordable_later,wait,2024-08-14:4413000,2024-08-14,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 3179706.59 IDR; required buffer: 10470700 IDR; minimum projected balance before purchase: 13650406.59 IDR; uncertainty records tracked: 0.
request_209,1484.9,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 1484.9 ZAR; required buffer: 18400 ZAR; minimum projected balance before purchase: 19884.9 ZAR; uncertainty records tracked: 0.
request_210,707.13,affordable_with_plan,partial_payment,2026-04-06:707.13|2026-04-15:652.89,2026-04-15,none,partial_payment selected. Selected partial_payment over installments by total cost: 1360.02 ranked ahead of 1414.44. Safe to pay now: 707.13 USD; required buffer: 2000 USD; minimum projected balance before purchase: 2707.13 USD; uncertainty records tracked: 0.
request_211,354.47,affordable_later,wait,2024-09-15:1788.6,2024-09-15,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 354.47 EUR; required buffer: 1500 EUR; minimum projected balance before purchase: 1854.47 EUR; uncertainty records tracked: 0.
request_212,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 IDR; required buffer: 29579800 IDR; minimum projected balance before purchase: 29122382.65 IDR; uncertainty records tracked: 0.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 3362.4 USD; required buffer: 2100 USD; minimum projected balance before purchase: 10044.88 USD; uncertainty records tracked: 0.
request_214,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 INR; required buffer: 174900 INR; minimum projected balance before purchase: 166374.82 INR; uncertainty records tracked: 0.
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 29986 ZAR; required buffer: 15700 ZAR; minimum projected balance before purchase: 91646.01 ZAR; uncertainty records tracked: 0.
request_216,140.18,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 140.18 USD; required buffer: 1800 USD; minimum projected balance before purchase: 1940.18 USD; uncertainty records tracked: 0.
request_217,18051.25,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-16,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 18051.25 ZAR; required buffer: 26800 ZAR; minimum projected balance before purchase: 44851.25 ZAR; uncertainty records tracked: 0.
request_218,30115035.22,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 30115035.22 IDR; required buffer: 34477200 IDR; minimum projected balance before purchase: 64592235.22 IDR; uncertainty records tracked: 0.
request_219,1181.65,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 1181.65 EUR; required buffer: 1100 EUR; minimum projected balance before purchase: 2281.65 EUR; uncertainty records tracked: 0.
request_220,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 EUR; required buffer: 1100 EUR; minimum projected balance before purchase: 1034.22 EUR; uncertainty records tracked: 0.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 109800 INR; required buffer: 81500 INR; minimum projected balance before purchase: 213366.49 INR; uncertainty records tracked: 1.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 34078 ZAR; required buffer: 27300 ZAR; minimum projected balance before purchase: 115351.95 ZAR; uncertainty records tracked: 0.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 898.7 EUR; required buffer: 800 EUR; minimum projected balance before purchase: 1864.16 EUR; uncertainty records tracked: 0.
request_224,0,not_affordable,not_recommended,none,2025-04-16,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 IDR; required buffer: 22187600 IDR; minimum projected balance before purchase: 20486065.36 IDR; uncertainty records tracked: 0.
request_225,8142394.26,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 8142394.26 IDR; required buffer: 17670700 IDR; minimum projected balance before purchase: 25813094.26 IDR; uncertainty records tracked: 0.
request_226,97634.72,affordable_later,wait,2025-02-14:157000,2025-02-14,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 97634.72 INR; required buffer: 209400 INR; minimum projected balance before purchase: 307034.72 INR; uncertainty records tracked: 0.
request_227,4568.8,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 4568.8 INR; required buffer: 62900 INR; minimum projected balance before purchase: 67468.8 INR; uncertainty records tracked: 0.
request_228,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 IDR; required buffer: 26191200 IDR; minimum projected balance before purchase: 22203933.45 IDR; uncertainty records tracked: 0.
request_229,405.86,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 405.86 EUR; required buffer: 1000 EUR; minimum projected balance before purchase: 1405.86 EUR; uncertainty records tracked: 0.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 3537.6 EUR; required buffer: 2000 EUR; minimum projected balance before purchase: 7381.96 EUR; uncertainty records tracked: 0.
request_231,32903.16,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 32903.16 ZAR; required buffer: 24300 ZAR; minimum projected balance before purchase: 57203.16 ZAR; uncertainty records tracked: 0.
request_232,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 EUR; required buffer: 2400 EUR; minimum projected balance before purchase: 1195.14 EUR; uncertainty records tracked: 0.
request_233,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 IDR; required buffer: 10365700 IDR; minimum projected balance before purchase: -34485866.49 IDR; uncertainty records tracked: 0.
request_234,196.24,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 196.24 EUR; required buffer: 700 EUR; minimum projected balance before purchase: 896.24 EUR; uncertainty records tracked: 0.
request_235,693.64,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 693.64 USD; required buffer: 700 USD; minimum projected balance before purchase: 1393.64 USD; uncertainty records tracked: 0.
request_236,5360318.51,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 5360318.51 IDR; required buffer: 16768600 IDR; minimum projected balance before purchase: 22128918.51 IDR; uncertainty records tracked: 0.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 23826000 IDR; required buffer: 22431500 IDR; minimum projected balance before purchase: 93209660.69 IDR; uncertainty records tracked: 0.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 663.6 USD; required buffer: 700 USD; minimum projected balance before purchase: 1683.5 USD; uncertainty records tracked: 0.
request_239,606.27,affordable_later,wait,2025-05-16:642,2025-05-16,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 606.27 USD; required buffer: 600 USD; minimum projected balance before purchase: 1206.27 USD; uncertainty records tracked: 0.
request_240,2830.02,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 2830.02 INR; required buffer: 52800 INR; minimum projected balance before purchase: 55630.02 INR; uncertainty records tracked: 0.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 21052000 IDR; required buffer: 19252000 IDR; minimum projected balance before purchase: 81463955.46 IDR; uncertainty records tracked: 0.
request_242,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 EUR; required buffer: 600 EUR; minimum projected balance before purchase: -1917.17 EUR; uncertainty records tracked: 0.
